ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
447	"ENSMUSG00000026074"	"Map4k4"	chr1	+	40001429	40001591	40003756	40003987	40000530	40000749	40004806	40004913
448	"ENSMUSG00000026825"	"Dnm1"	chr2	-	32309892	32310027	32310450	32310487	32308470	32309064	32312126	32312342
449	"ENSMUSG00000026825"	"Dnm1"	chr2	-	32333065	32333204	32334681	32334820	32327960	32328047	32335775	32335843
450	"ENSMUSG00000026825"	"Dnm1"	chr2	-	32333152	32333204	32334681	32334820	32327960	32328047	32335775	32335843
451	"ENSMUSG00000064215"	"Ifi27"	chr12	+	103437389	103437524	103437675	103437705	103436562	103436682	103439400	103439562
452	"ENSMUSG00000022211"	"Carmil3"	chr14	+	55494804	55494893	55495403	55495498	55494652	55494728	55495723	55495810
453	"ENSMUSG00000107476"	"Zfp862-ps"	chr6	+	48514151	48514326	48525023	48525122	48511814	48512512	48527444	48527549
454	"ENSMUSG00000063600"	"Egfem1"	chr3	+	29357144	29357195	29513887	29514010	29153496	29153601	29582906	29583029
455	"ENSMUSG00000043410"	"Hfm1"	chr5	-	106918376	106918489	106920962	106921076	106917323	106917627	106922812	106922910
456	"ENSMUSG00000073795"	"Spef1l"	chr7	-	139975861	139975958	139975977	139976128	139972441	139972607	139976474	139976673
457	"ENSMUSG00000027584"	"Oprl1"	chr2	+	181716501	181716535	181717954	181718093	181715689	181715946	181718376	181718732
458	"ENSMUSG00000026837"	"Col5a1"	chr2	+	28028966	28029035	28029096	28029165	28025592	28025705	28032590	28032824
459	"ENSMUSG00000031169"	"Porcn"	chrX	-	8201657	8201672	8203025	8203043	8201443	8201569	8203158	8203289
460	"ENSMUSG00000020949"	"Fkbp3"	chr12	-	65065736	65065804	65069001	65069109	65063677	65063775	65069950	65070052
461	"ENSMUSG00000026301"	"Iqca"	chr1	-	90077806	90077874	90079013	90079123	90073746	90073829	90080859	90080952
462	"ENSMUSG00000096911"	"Gm2165"	chrX	+	28698042	28698075	28698271	28698435	28697445	28697532	28698993	28699106
463	"ENSMUSG00000029074"	"Ttll10"	chr4	-	156047562	156047643	156048291	156048704	156047349	156047482	156050200	156050266
464	"ENSMUSG00000110344"	"Gm45716"	chr11	+	90228034	90228189	90248804	90249735	90208983	90209046	90250770	90251255
465	"ENSMUSG00000027881"	"Prpf38b"	chr3	-	108905917	108905988	108906071	108906125	108905110	108905334	108907786	108907847
466	"ENSMUSG00000054690"	"Emcn"	chr3	+	137391592	137391706	137403983	137404022	137379838	137379913	137416720	137416810
467	"ENSMUSG00000020167"	"Tcf3"	chr10	-	80410397	80410624	80412826	80413062	80409546	80410274	80413204	80413337
468	"ENSMUSG00000028437"	"Ubap1"	chr4	+	41378946	41379870	41387174	41387357	41371724	41371849	41388095	41388197
469	"ENSMUSG00000001986"	"Gria3"	chrX	+	41654809	41654924	41669500	41669615	41654005	41654253	41672218	41672466
470	"ENSMUSG00000019978"	"Epb41l2"	chr10	+	25501577	25501631	25501823	25502387	25495444	25495591	25504136	25504259
471	"ENSMUSG00000025348"	"Itga7"	chr10	+	128941444	128941576	128941821	128941941	128940681	128940937	128942807	128943015
472	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	74300577	74300688	74301960	74302021	74300249	74300324	74302361	74302600
473	"ENSMUSG00000079418"	"Atg4a"	chrX	+	140988165	140988237	140988279	140988365	140986278	140986389	140990157	140990256
474	"ENSMUSG00000039217"	"Il18"	chr9	+	50576693	50576705	50577536	50577548	50575272	50575348	50577760	50577892
475	"ENSMUSG00000047045"	"Tmem164"	chrX	+	142834184	142834393	142841582	142841645	142832500	142832601	142842409	142843494
476	"ENSMUSG00000078765"	"U2af1l4"	chr7	+	30564081	30564131	30564202	30564301	30563929	30563996	30564473	30564607
477	"ENSMUSG00000097195"	"Snhg5"	chr9	-	88521917	88521975	88522306	88522381	88521051	88521716	88522483	88522888
478	"ENSMUSG00000028923"	"Necap2"	chr4	-	141070854	141070940	141071580	141071717	141070055	141070233	141072528	141072637
479	"ENSMUSG00000024457"	"Trim26"	chr17	+	36854283	36854301	36856070	36856088	36852462	36852693	36856201	36856224
480	"ENSMUSG00000061981"	"Flot2"	chr11	+	78053362	78053453	78054784	78054875	78049477	78049559	78055756	78055880
481	"ENSMUSG00000038126"	"Mphosph9"	chr5	-	124316081	124316171	124320844	124320998	124315372	124315896	124324873	124325137
482	"ENSMUSG00000022191"	"Drosha"	chr15	+	12830302	12830353	12832438	12832489	12827226	12827292	12834009	12834621
483	"ENSMUSG00000006010"	"Odr4"	chr1	-	150380311	150380377	150381498	150381594	150375495	150375624	150382267	150382408
484	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	166353564	166353684	166367027	166367174	166344691	166345081	166372637	166372824
485	"ENSMUSG00000020409"	"Slu7"	chr11	+	43435053	43435211	43436353	43436432	43433743	43433819	43437344	43437530
486	"ENSMUSG00000040374"	"Pex2"	chr3	-	5565132	5565198	5570486	5570629	5563619	5563729	5576037	5576150
487	"ENSMUSG00000028478"	"Clta"	chr4	+	44030214	44030268	44031399	44031435	44025448	44025560	44032400	44032846
488	"ENSMUSG00000000606"	"Vmn2r88"	chr14	+	51415338	51415563	51416704	51416828	51413719	51414523	51417974	51420721
489	"ENSMUSG00000000606"	"Vmn2r88"	chr14	+	51415338	51415563	51416704	51416828	51413719	51414523	51417977	51420721
490	"ENSMUSG00000001248"	"Gramd1a"	chr7	-	31134413	31134517	31134578	31134580	31134157	31134331	31135596	31135739
491	"ENSMUSG00000075318"	"Scn2a"	chr2	+	65682502	65682594	65682689	65682781	65681996	65682125	65683670	65683943
492	"ENSMUSG00000037652"	"Phc3"	chr3	-	30942408	30942652	30948701	30948800	30936284	30937156	30950875	30951031
493	"ENSMUSG00000002908"	"Kcnn1"	chr8	-	70846763	70846772	70848052	70848064	70846494	70846564	70848174	70848302
494	"ENSMUSG00000040387"	"Klhl32"	chr4	-	24632642	24632701	24682054	24682270	24629159	24629352	24708952	24709051
495	"ENSMUSG00000005871"	"Apc"	chr18	+	34282006	34282009	34289837	34289942	34279268	34279352	34296030	34296129
496	"ENSMUSG00000017781"	"Pitpna"	chr11	+	75603724	75603735	75608106	75608114	75603388	75603480	75609104	75609179
497	"ENSMUSG00000054423"	"Cadps"	chr14	-	12485640	12485658	12486524	12486593	12473408	12473515	12488980	12489104
498	"ENSMUSG00000054423"	"Cadps"	chr14	-	12485640	12485658	12488883	12488901	12473408	12473515	12488980	12489104
499	"ENSMUSG00000054423"	"Cadps"	chr14	-	12486524	12486593	12488883	12488901	12473408	12473515	12488980	12489104
500	"ENSMUSG00000030257"	"Srgap3"	chr6	-	112750380	112750411	112754570	112754673	112749361	112749422	112759748	112759776
501	"ENSMUSG00000030257"	"Srgap3"	chr6	-	112750380	112750411	112757153	112757430	112749361	112749422	112759748	112759776
502	"ENSMUSG00000030257"	"Srgap3"	chr6	-	112754570	112754673	112757153	112757430	112749361	112749422	112759748	112759776
503	"ENSMUSG00000014418"	"Hps5"	chr7	-	46764818	46764925	46767093	46767207	46762943	46763213	46768032	46768152
504	"ENSMUSG00000051586"	"Mical3"	chr6	-	120966053	120966116	120969354	120969492	120962754	120962865	120973402	120973647
505	"ENSMUSG00000035642"	"Aamdc"	chr7	-	97568451	97568615	97569686	97569774	97565150	97565300	97575587	97575691
506	"ENSMUSG00000002205"	"Vrk3"	chr7	+	44759699	44759894	44760877	44760942	44757745	44757895	44762990	44763057
507	"ENSMUSG00000020777"	"Acox1"	chr11	-	116183463	116183624	116189414	116189575	116181912	116182020	116198221	116198381
508	"ENSMUSG00000030279"	"C2cd5"	chr6	-	143072542	143072694	143073662	143073787	143067055	143067141	143078262	143078461
509	"ENSMUSG00000027763"	"Mbnl1"	chr3	+	60621422	60621458	60622145	60622240	60615619	60615773	60625123	60625198
510	"ENSMUSG00000031575"	"Ash2l"	chr8	-	25828765	25828859	25831272	25831348	25827173	25827391	25832639	25832735
511	"ENSMUSG00000032712"	"Resf1"	chr6	+	149311482	149311606	149317634	149317708	149310321	149310377	149324731	149324800
512	"ENSMUSG00000021541"	"Trpc7"	chr13	-	56831285	56831450	56860889	56861072	56822424	56822641	56887338	56888116
513	"ENSMUSG00000022150"	"Dab2"	chr15	+	6424634	6424697	6429295	6429949	6424196	6424250	6430953	6431107
514	"ENSMUSG00000055541"	"Lair1"	chr7	-	4010729	4010846	4028706	4029036	4010589	4010632	4055917	4055953
515	"ENSMUSG00000021196"	"Pfkp"	chr13	-	6593100	6593253	6597858	6598011	6588488	6588653	6598738	6598826
516	"ENSMUSG00000041890"	"Git2"	chr5	-	114739032	114739281	114743775	114743880	114733860	114733943	114745428	114745571
517	"ENSMUSG00000041890"	"Git2"	chr5	-	114753010	114753016	114753147	114753153	114752278	114752327	114753278	114753324
518	"ENSMUSG00000040899"	"Ccr6"	chr17	+	8245107	8245198	8255751	8255866	8243810	8243860	8255962	8257091
519	"ENSMUSG00000008305"	"Tle1"	chr4	-	72152880	72152897	72157462	72157479	72145309	72145420	72158212	72158417
520	"ENSMUSG00000030850"	"Ate1"	chr7	-	130503721	130503850	130504693	130504822	130481682	130481715	130507481	130507699
521	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25465467	25465520	25466316	25466437	25464848	25464880	25471797	25472073
522	"ENSMUSG00000030590"	"Fam98c"	chr7	-	29154615	29154693	29155151	29155357	29154418	29154535	29155674	29155809
523	"ENSMUSG00000090383"	"Vmn2r58"	chr7	-	41870609	41870868	41872019	41872147	41865042	41865334	41872461	41872712
524	"ENSMUSG00000024566"	"Atp9b"	chr18	-	80808611	80808772	80836354	80836431	80795289	80795432	80844526	80844602
525	"ENSMUSG00000011658"	"Fuz"	chr7	+	44896546	44896645	44896914	44896999	44896251	44896362	44897260	44897329
526	"ENSMUSG00000030982"	"Vps35l"	chr7	+	118809877	118809976	118811804	118811882	118806990	118807054	118813529	118813644
527	"ENSMUSG00000101177"	"Gm29586"	chrY	-	65751298	65751482	65752879	65753010	65750713	65750783	65754863	65754911
528	"ENSMUSG00000030447"	"Cyfip1"	chr7	+	55897824	55897972	55898237	55898391	55896667	55896815	55899914	55900071
529	"ENSMUSG00000035310"	"Lin54"	chr5	-	100459585	100459802	100475688	100475831	100454434	100454508	100485139	100485855
530	"ENSMUSG00000030557"	"Mef2a"	chr7	-	67268066	67268204	67268268	67268400	67265942	67266162	67295374	67295578
531	"ENSMUSG00000015937"	"Macroh2a1"	chr13	-	56088251	56088342	56089757	56089857	56084195	56084285	56096123	56096234
532	"ENSMUSG00000109532"	"Gm42397"	chr7	+	70957937	70958053	70960465	70960611	70957003	70957216	70972042	70972119
533	"ENSMUSG00000084957"	"Bbip1"	chr19	-	53933490	53933570	53939357	53939514	53932129	53932205	53943465	53943579
534	"ENSMUSG00000025584"	"Pde8a"	chr7	+	81309698	81309895	81314740	81314784	81308938	81308981	81315109	81315187
535	"ENSMUSG00000034254"	"Agpat1"	chr17	+	34610871	34610926	34610959	34611005	34610444	34610644	34611273	34611449
536	"ENSMUSG00000054808"	"Actn4"	chr7	-	28895120	28895186	28895431	28895512	28894500	28894659	28896088	28896235
537	"ENSMUSG00000054808"	"Actn4"	chr7	-	28909902	28909988	28911489	28911575	28906971	28907064	28912239	28912321
538	"ENSMUSG00000028256"	"Odf2l"	chr3	+	145126092	145126225	145127022	145127151	145124210	145124375	145127830	145127890
539	"ENSMUSG00000028256"	"Odf2l"	chr3	+	145145875	145145953	145146762	145146921	145144311	145144416	145148530	145148616
540	"ENSMUSG00000030704"	"Rab6a"	chr7	+	100629665	100629771	100629837	100629943	100628403	100628457	100631741	100631853
541	"ENSMUSG00000044433"	"Camsap3"	chr8	+	3599216	3599249	3600357	3600405	3598892	3598988	3600675	3600814
542	"ENSMUSG00000075316"	"Scn9a"	chr2	-	66563335	66563427	66563539	66563631	66562345	66562558	66565102	66565231
543	"ENSMUSG00000033287"	"Kctd17"	chr15	+	78436900	78436963	78437157	78437232	78435584	78435710	78437583	78437671
544	"ENSMUSG00000033287"	"Kctd17"	chr15	+	78436900	78436994	78437157	78437232	78435584	78435710	78437583	78437671
545	"ENSMUSG00000073896"	"Olfr716"	chr7	+	107139004	107139104	107139171	107139201	107138326	107138527	107147297	107150581
546	"ENSMUSG00000038371"	"Sbf2"	chr7	-	110341289	110341364	110347886	110347982	110339889	110340074	110348854	110348995
547	"ENSMUSG00000038371"	"Sbf2"	chr7	-	110489220	110489358	110560257	110560346	110464587	110464707	110614706	110614761
548	"ENSMUSG00000068250"	"Amn1"	chr6	-	149169302	149169404	149169447	149169504	149166805	149166917	149170832	149171050
549	"ENSMUSG00000057375"	"Yipf1"	chr4	+	107318941	107319105	107336113	107336194	107315762	107315842	107336436	107336524
550	"ENSMUSG00000030714"	"Sgf29"	chr7	+	126662565	126662651	126663027	126663052	126661051	126661148	126663928	126664004
551	"ENSMUSG00000090386"	"Mir99ahg"	chr16	+	77436354	77436402	77459373	77459502	77360662	77360718	77501502	77501610
552	"ENSMUSG00000030782"	"Tgfb1i1"	chr7	+	128248577	128248720	128248886	128248974	128248419	128248472	128249089	128249195
553	"ENSMUSG00000021481"	"Zfp346"	chr13	+	55113677	55113770	55115482	55115624	55113035	55113139	55122329	55122515
554	"ENSMUSG00000046519"	"Golph3l"	chr3	+	95591716	95591905	95607905	95608037	95588968	95589134	95609671	95609786
555	"ENSMUSG00000060579"	"Fhit"	chr14	-	10729724	10729795	11009890	11009956	10421494	10421613	11125546	11125595
556	"ENSMUSG00000052508"	"Olfr536"	chr7	-	140506798	140506848	140506942	140507097	140506237	140506307	140507281	140507396
557	"ENSMUSG00000062031"	"Pgghg"	chr7	+	140945625	140945762	140945955	140946013	140945454	140945527	140946106	140946202
558	"ENSMUSG00000036912"	"Piwil4"	chr9	-	14715727	14715839	14716020	14716210	14714842	14715027	14718235	14718353
559	"ENSMUSG00000053046"	"Brsk2"	chr7	+	141998632	141998722	141998919	141999014	141998377	141998558	142000841	142000889
560	"ENSMUSG00000061723"	"Tnnt3"	chr7	+	142502739	142502757	142504047	142504065	142501828	142501842	142508334	142508353
561	"ENSMUSG00000061723"	"Tnnt3"	chr7	+	142505287	142505299	142505515	142505530	142504249	142504264	142508334	142508353
562	"ENSMUSG00000061723"	"Tnnt3"	chr7	+	142507844	142507863	142508334	142508353	142507749	142507788	142510663	142510709
563	"ENSMUSG00000061723"	"Tnnt3"	chr7	+	142513664	142513705	142514325	142514366	142512531	142512622	142515775	142515830
564	"ENSMUSG00000000244"	"Tspan32"	chr7	+	143011033	143011108	143014958	143015060	143006907	143007005	143015580	143015667
565	"ENSMUSG00000020289"	"Nprl3"	chr11	-	32253874	32253949	32255438	32255568	32250124	32250278	32263024	32263094
566	"ENSMUSG00000000766"	"Oprm1"	chr10	+	6788569	6789158	6823805	6823913	6758592	6758690	6828884	6829237
567	"ENSMUSG00000000766"	"Oprm1"	chr10	+	6788569	6789158	6825114	6825263	6758592	6758690	6828884	6829237
568	"ENSMUSG00000000766"	"Oprm1"	chr10	+	6788743	6789158	6823805	6823913	6758592	6758690	6828884	6829237
569	"ENSMUSG00000000766"	"Oprm1"	chr10	+	6788743	6789158	6825114	6825263	6758592	6758690	6828884	6829237
570	"ENSMUSG00000000766"	"Oprm1"	chr10	+	6823805	6823913	6825114	6825263	6758592	6758690	6828884	6829237
571	"ENSMUSG00000000766"	"Oprm1"	chr10	+	6849805	6850107	6907874	6908061	6829976	6830497	6972198	6972318
572	"ENSMUSG00000000766"	"Oprm1"	chr10	+	6849805	6850107	6932966	6933367	6829976	6830497	6972198	6972318
573	"ENSMUSG00000000766"	"Oprm1"	chr10	+	6849805	6850107	6933071	6933367	6829976	6830497	6972198	6972318
574	"ENSMUSG00000000766"	"Oprm1"	chr10	+	6907874	6908061	6932966	6933367	6829976	6830497	6972198	6972318
575	"ENSMUSG00000000766"	"Oprm1"	chr10	+	6907874	6908061	6933071	6933367	6829976	6830497	6972198	6972318
576	"ENSMUSG00000000766"	"Oprm1"	chr10	+	6932966	6933367	6972198	6972318	6829976	6830497	6979615	6979704
577	"ENSMUSG00000039242"	"B3galnt2"	chr13	+	13975437	13975634	13980600	13980696	13970766	13970867	13987352	13987463
578	"ENSMUSG00000040940"	"Arhgef1"	chr7	+	24908310	24908424	24912056	24912155	24907853	24907934	24912309	24912352
579	"ENSMUSG00000054640"	"Slc8a1"	chr17	-	81441860	81441881	81442202	81442223	81441772	81441790	81445486	81445593
580	"ENSMUSG00000038481"	"Cdk19"	chr10	+	40454014	40454072	40466637	40466769	40436071	40436212	40469578	40469722
581	"ENSMUSG00000062866"	"Phactr2"	chr10	-	13255309	13255321	13257576	13257816	13253341	13253879	13261765	13261924
582	"ENSMUSG00000025958"	"Creb1"	chr1	+	64559726	64559768	64561752	64561865	64558502	64558649	64566216	64566317
583	"ENSMUSG00000042567"	"Nek10"	chr14	+	14969597	14969735	14978855	14978888	14969474	14969512	14980514	14980615
584	"ENSMUSG00000019916"	"P4ha1"	chr10	+	59354339	59354410	59355349	59355420	59352082	59352259	59361860	59361960
585	"ENSMUSG00000012819"	"Cdh23"	chr10	-	60379456	60379459	60382495	60382498	60379196	60379346	60382653	60382755
586	"ENSMUSG00000069601"	"Ank3"	chr10	+	69904447	69904510	69920437	69920491	69904197	69904270	69927694	69927818
587	"ENSMUSG00000037747"	"Phyhipl"	chr10	-	70609664	70609756	70614131	70614245	70607486	70607600	70625734	70625806
588	"ENSMUSG00000066406"	"Akap13"	chr7	+	75679819	75679873	75683393	75683459	75677105	75677479	75685116	75685309
589	"ENSMUSG00000034902"	"Pip5k1c"	chr10	+	81315878	81315956	81316691	81316960	81314991	81315118	81317325	81317403
590	"ENSMUSG00000024293"	"Esco1"	chr18	-	10588438	10588550	10595675	10595875	10585977	10586041	10596338	10596441
591	"ENSMUSG00000061937"	"Csn1s2a"	chr5	+	87780002	87780026	87780108	87780153	87778956	87778983	87781762	87781888
592	"ENSMUSG00000058897"	"Col25a1"	chr3	+	130474807	130474867	130475592	130475664	130439312	130439339	130476368	130476476
593	"ENSMUSG00000058897"	"Col25a1"	chr3	+	130589410	130589497	130589959	130590037	130585682	130585736	130591793	130591832
594	"ENSMUSG00000022094"	"Slc39a14"	chr14	-	70313600	70313770	70315663	70315833	70310855	70310975	70316437	70316624
595	"ENSMUSG00000023345"	"Poc1a"	chr9	+	106325388	106325516	106326283	106326326	106307940	106308033	106329872	106330016
596	"ENSMUSG00000020121"	"Srgap1"	chr10	-	121828728	121828762	121829226	121829329	121825633	121825694	121831884	121831912
597	"ENSMUSG00000023977"	"Ubr2"	chr17	-	46980319	46980418	46980488	46980587	46975926	46976090	46981353	46981442
598	"ENSMUSG00000005506"	"Celf1"	chr2	+	90954288	90954341	90987664	90987816	90940396	90940641	90998579	90998767
599	"ENSMUSG00000044005"	"Gls2"	chr10	+	128200172	128200302	128200885	128200965	128199636	128199758	128201205	128201369
600	"ENSMUSG00000094734"	"Olfr799"	chr10	+	129638678	129638745	129642129	129642243	129637483	129637774	129647104	129648326
601	"ENSMUSG00000005540"	"Fcer2a"	chr8	-	3688533	3688596	3688797	3688860	3688286	3688349	3689776	3689830
602	"ENSMUSG00000031565"	"Fgfr1"	chr8	+	25563373	25563524	25564339	25564484	25562137	25562328	25566710	25566913
603	"ENSMUSG00000015968"	"Cacna1d"	chr14	-	30089295	30089379	30089821	30089905	30082410	30082539	30095317	30095428
604	"ENSMUSG00000015968"	"Cacna1d"	chr14	-	30089295	30089379	30089821	30089905	30082951	30082996	30095317	30095428
605	"ENSMUSG00000015968"	"Cacna1d"	chr14	-	30107652	30107712	30107785	30107845	30105488	30105595	30111065	30111195
606	"ENSMUSG00000015968"	"Cacna1d"	chr14	-	30171295	30171399	30171955	30172059	30142547	30142717	30178544	30178741
607	"ENSMUSG00000039530"	"Tusc3"	chr8	+	39071375	39071516	39096924	39097014	39067621	39067762	39126528	39126592
608	"ENSMUSG00000031596"	"Slc7a2"	chr8	+	40908055	40908195	40908397	40908534	40905504	40905727	40910994	40911097
609	"ENSMUSG00000097039"	"Pvt1"	chr15	+	62149238	62149352	62175466	62175548	62107147	62107465	62242173	62242301
610	"ENSMUSG00000026765"	"Lypd6b"	chr2	+	49903375	49903452	49920305	49920386	49863810	49863906	49930924	49930984
611	"ENSMUSG00000036469"	"Marchf1"	chr8	+	65967046	65967255	66121750	66121899	65879329	65879406	66276661	66276712
612	"ENSMUSG00000027291"	"Vps39"	chr2	-	120346856	120346889	120349085	120349155	120346327	120346392	120350163	120350229
613	"ENSMUSG00000031864"	"Ints10"	chr8	+	68824189	68824267	68825051	68825129	68822156	68822250	68827276	68829408
614	"ENSMUSG00000008658"	"Rbfox1"	chr16	+	7363864	7363904	7369800	7369843	7352931	7353064	7375904	7375969
615	"ENSMUSG00000074247"	"Dda1"	chr8	+	71472194	71472246	71473774	71473836	71472036	71472117	71474487	71476098
616	"ENSMUSG00000056910"	"Vmn2r107"	chr17	+	20355630	20355925	20355980	20356106	20345241	20345645	20356257	20357049
617	"ENSMUSG00000034656"	"Cacna1a"	chr8	+	84614694	84614791	84615573	84615670	84612284	84612412	84617791	84617897
618	"ENSMUSG00000022960"	"Donson"	chr16	-	91683632	91683811	91684301	91684480	91682742	91682821	91686166	91686370
619	"ENSMUSG00000034274"	"Thoc5"	chr11	+	4911434	4911470	4911528	4911563	4910626	4910759	4912780	4912858
620	"ENSMUSG00000092203"	"1110038B12Rik"	chr17	-	34950697	34950847	34951884	34951925	34950240	34950475	34952135	34952173
621	"ENSMUSG00000042705"	"Commd10"	chr18	+	46963659	46963770	46967739	46967895	46960415	46960506	46990478	46990589
622	"ENSMUSG00000032280"	"Tle3"	chr9	+	61403451	61403468	61407124	61407144	61401852	61402057	61407353	61407473
623	"ENSMUSG00000032228"	"Tcf12"	chr9	-	72006700	72006762	72015637	72015711	72000415	72000518	72109675	72109748
624	"ENSMUSG00000039599"	"Fam149b"	chr14	+	20359754	20359916	20363262	20363450	20358023	20358140	20374329	20374454
625	"ENSMUSG00000063458"	"Lrmda"	chr14	+	22684828	22684892	22828688	22828782	22596424	22596542	23055954	23056085
626	"ENSMUSG00000063142"	"Kcnma1"	chr14	-	23387091	23387100	23390920	23391007	23386259	23386353	23435949	23436026
627	"ENSMUSG00000063142"	"Kcnma1"	chr14	-	23387091	23387100	23402869	23402878	23386259	23386353	23435949	23436026
628	"ENSMUSG00000063142"	"Kcnma1"	chr14	-	23387091	23387100	23425566	23425740	23386259	23386353	23435949	23436026
629	"ENSMUSG00000063142"	"Kcnma1"	chr14	-	23387091	23387100	23425566	23425749	23386259	23386353	23435949	23436026
630	"ENSMUSG00000063142"	"Kcnma1"	chr14	-	23387091	23387100	23432232	23432241	23386259	23386353	23435949	23436026
631	"ENSMUSG00000063142"	"Kcnma1"	chr14	-	23390920	23391007	23402869	23402878	23386259	23386353	23435949	23436026
632	"ENSMUSG00000063142"	"Kcnma1"	chr14	-	23390920	23391007	23425566	23425740	23386259	23386353	23435949	23436026
633	"ENSMUSG00000063142"	"Kcnma1"	chr14	-	23390920	23391007	23425566	23425749	23386259	23386353	23435949	23436026
634	"ENSMUSG00000063142"	"Kcnma1"	chr14	-	23390920	23391007	23432232	23432241	23386259	23386353	23435949	23436026
635	"ENSMUSG00000063142"	"Kcnma1"	chr14	-	23402869	23402878	23425566	23425740	23386259	23386353	23435949	23436026
636	"ENSMUSG00000063142"	"Kcnma1"	chr14	-	23402869	23402878	23425566	23425749	23386259	23386353	23435949	23436026
637	"ENSMUSG00000063142"	"Kcnma1"	chr14	-	23402869	23402878	23432232	23432241	23386259	23386353	23435949	23436026
638	"ENSMUSG00000063142"	"Kcnma1"	chr14	-	23425566	23425740	23432232	23432241	23386259	23386353	23435949	23436026
639	"ENSMUSG00000063142"	"Kcnma1"	chr14	-	23425566	23425749	23432232	23432241	23386259	23386353	23435949	23436026
640	"ENSMUSG00000063142"	"Kcnma1"	chr14	-	23526535	23526627	23526724	23526816	23509789	23509900	23528349	23528520
641	"ENSMUSG00000021870"	"Slmap"	chr14	-	26453537	26453600	26459409	26459460	26442574	26442634	26459903	26459954
642	"ENSMUSG00000021870"	"Slmap"	chr14	-	26459409	26459460	26459903	26459954	26453537	26453600	26460041	26460210
643	"ENSMUSG00000085489"	"Gm3669"	chrX	-	29883733	29883897	29884093	29884126	29883062	29883175	29884636	29884723
644	"ENSMUSG00000056234"	"Ncoa4"	chr14	+	32166235	32166270	32166627	32166719	32165791	32165822	32170747	32170902
645	"ENSMUSG00000021940"	"Ptpn20"	chr14	+	33627000	33627099	33630906	33631241	33624898	33624989	33632905	33633121
646	"ENSMUSG00000018906"	"P4ha2"	chr11	+	54126237	54126297	54126345	54126411	54125762	54125816	54129047	54129116
647	"ENSMUSG00000020300"	"Cpeb4"	chr11	+	31908824	31908875	31918800	31918824	31889857	31889939	31920408	31920582
648	"ENSMUSG00000097009"	"Gm26861"	chr13	+	10556346	10556390	10556493	10556686	10554672	10554743	10602782	10603020
649	"ENSMUSG00000004562"	"Arhgef40"	chr14	+	52003653	52003758	52003972	52004116	52002284	52002462	52004611	52004742
650	"ENSMUSG00000034908"	"Sidt2"	chr9	-	45947540	45947552	45947628	45947697	45946983	45947055	45947835	45947888
651	"ENSMUSG00000040123"	"Zmym5"	chr14	-	56810540	56810596	56810739	56810859	56804414	56804863	56811591	56811716
652	"ENSMUSG00000021493"	"Pdlim7"	chr13	-	55507863	55507880	55508207	55508326	55507487	55507624	55508779	55508810
653	"ENSMUSG00000028886"	"Eya3"	chr4	+	132661894	132661938	132667154	132667234	132656692	132656788	132670188	132670255
654	"ENSMUSG00000028886"	"Eya3"	chr4	+	132670188	132670255	132689704	132689790	132661894	132661938	132692961	132693145
655	"ENSMUSG00000033470"	"Cysltr2"	chr14	-	73035272	73035371	73048208	73048265	73034377	73034448	73048523	73048628
656	"ENSMUSG00000001419"	"Mef2d"	chr3	+	88158033	88158171	88158220	88158355	88156321	88156525	88159121	88159332
657	"ENSMUSG00000070436"	"Serpinh1"	chr7	-	99351823	99351867	99352881	99352965	99348802	99349464	99353052	99353114
658	"ENSMUSG00000032925"	"Itgbl1"	chr14	+	123843573	123843737	123843796	123843937	123840562	123840685	123846438	123846579
659	"ENSMUSG00000025892"	"Gria4"	chr9	-	4427029	4427144	4432772	4432887	4424319	4424454	4456004	4456252
660	"ENSMUSG00000053110"	"Yap1"	chr9	-	7939139	7939152	7950491	7950539	7938407	7938538	7952952	7953134
661	"ENSMUSG00000053110"	"Yap1"	chr9	-	7939139	7939164	7950491	7950539	7938407	7938538	7952952	7953134
662	"ENSMUSG00000031922"	"Cep57"	chr9	-	13810626	13810862	13812632	13812710	13809859	13810004	13813409	13813520
663	"ENSMUSG00000041488"	"Stx3"	chr19	-	11790047	11790093	11791745	11791845	11789556	11789631	11803493	11803577
664	"ENSMUSG00000032198"	"Dock6"	chr9	-	21825782	21825875	21829473	21829578	21825434	21825530	21830213	21830377
665	"ENSMUSG00000029127"	"Zbtb49"	chr5	-	38205888	38205962	38213307	38214383	38203744	38203827	38216446	38216613
666	"ENSMUSG00000029127"	"Zbtb49"	chr5	-	38210617	38210664	38213307	38214064	38205888	38205962	38216446	38216613
667	"ENSMUSG00000029127"	"Zbtb49"	chr5	-	38210617	38210664	38213307	38214383	38205888	38205962	38216446	38216613
668	"ENSMUSG00000068587"	"Mgam"	chr6	+	40714600	40714729	40750137	40750266	40686484	40686610	40750512	40750623
669	"ENSMUSG00000032294"	"Pkm"	chr9	+	59675028	59675195	59675567	59675734	59671920	59672073	59678043	59678225
670	"ENSMUSG00000032076"	"Cadm1"	chr9	+	47818733	47818817	47829376	47829409	47813772	47813945	47848166	47848298
