ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
11050	"ENSMUSG00000032966"	"Fkbp1a"	chr2	+	151543905	151544140	151542817	151542865	151557385	151557475
11051	"ENSMUSG00000032966"	"Fkbp1a"	chr2	+	151544012	151544140	151542817	151542865	151557385	151557498
11052	"ENSMUSG00000032966"	"Fkbp1a"	chr2	+	151545424	151545515	151542817	151542865	151557385	151557498
11053	"ENSMUSG00000045662"	"Henmt1"	chr3	+	108942726	108942855	108941268	108941416	108952810	108952923
11054	"ENSMUSG00000114490"	"Gm19866"	chr13	-	59906893	59906997	59902448	59902618	59915711	59915788
11055	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	152180996	152181092	152178963	152179090	152193865	152194601
11056	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	152180996	152181092	152178963	152179090	152202907	152203169
11057	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	152222282	152222332	152221646	152221820	152222921	152225235
11058	"ENSMUSG00000049176"	"Frmpd4"	chrX	-	167897541	167897638	167729018	167729135	168447947	168448141
11059	"ENSMUSG00000075066"	"Olfr32"	chr2	-	90141018	90141052	90138179	90139178	90141307	90141423
11060	"ENSMUSG00000075066"	"Olfr32"	chr2	-	90141307	90141423	90136272	90139178	90141628	90141693
11061	"ENSMUSG00000075066"	"Olfr32"	chr2	-	90141628	90141693	90136272	90139178	90142266	90142293
11062	"ENSMUSG00000025900"	"Rp1"	chr1	-	4311269	4311433	4292925	4293012	4351909	4352081
11063	"ENSMUSG00000024008"	"Cpne5"	chr17	-	29166717	29166779	29164673	29164720	29169404	29169458
11064	"ENSMUSG00000024008"	"Cpne5"	chr17	-	29202854	29202905	29202504	29202568	29204688	29204748
11065	"ENSMUSG00000029120"	"Ppp2r2c"	chr5	+	36926284	36926450	36922967	36923065	36927530	36927643
11066	"ENSMUSG00000027463"	"Slc52a3"	chr2	+	152005531	152006019	152004051	152004678	152007480	152007604
11067	"ENSMUSG00000027465"	"Tbc1d20"	chr2	+	152302151	152302337	152293827	152294040	152304945	152305026
11068	"ENSMUSG00000029552"	"Tes"	chr6	+	17086136	17086222	17065148	17065313	17096127	17096380
11069	"ENSMUSG00000086495"	"Gm13778"	chr2	-	91045248	91045366	91044394	91044469	91045725	91045818
11070	"ENSMUSG00000026043"	"Col3a1"	chr1	+	45337425	45337533	45337240	45337339	45337957	45338011
11071	"ENSMUSG00000028456"	"Unc13b"	chr4	+	43115102	43115160	43058975	43059285	43165743	43165978
11072	"ENSMUSG00000028456"	"Unc13b"	chr4	+	43161442	43161478	43115102	43115160	43165743	43165978
11073	"ENSMUSG00000028456"	"Unc13b"	chr4	+	43233903	43233909	43232529	43232608	43234665	43234740
11074	"ENSMUSG00000028456"	"Unc13b"	chr4	+	43256128	43256272	43255820	43255917	43256775	43256853
11075	"ENSMUSG00000028456"	"Unc13b"	chr4	+	43260992	43261049	43259461	43259609	43261681	43261774
11076	"ENSMUSG00000037373"	"Ctbp1"	chr5	-	33261008	33261153	33259137	33259344	33266882	33267037
11077	"ENSMUSG00000037373"	"Ctbp1"	chr5	-	33266882	33267037	33260642	33261153	33274778	33274994
11078	"ENSMUSG00000037373"	"Ctbp1"	chr5	-	33269441	33269634	33266882	33267037	33274778	33274981
11079	"ENSMUSG00000059114"	"Lrrc74a"	chr12	+	86762813	86762907	86762561	86762644	86763626	86763797
11080	"ENSMUSG00000058298"	"Mcm9"	chr10	-	53563282	53563457	53548496	53548699	53596804	53597648
11081	"ENSMUSG00000027274"	"Mkks"	chr2	-	136888358	136888407	136885472	136885700	136891042	136891154
11082	"ENSMUSG00000042662"	"Dusp15"	chr2	-	152950620	152950654	152949037	152949120	152951334	152951456
11083	"ENSMUSG00000074673"	"Ttll9"	chr2	+	152972287	152972331	152962484	152962555	152976150	152976243
11084	"ENSMUSG00000074673"	"Ttll9"	chr2	+	152984080	152984321	152983054	152983166	152989593	152989662
11085	"ENSMUSG00000074673"	"Ttll9"	chr2	+	152984135	152984321	152983054	152983166	152989593	152989662
11086	"ENSMUSG00000074673"	"Ttll9"	chr2	+	152990023	152990098	152989458	152989662	152991577	152991668
11087	"ENSMUSG00000074673"	"Ttll9"	chr2	+	152994063	152994151	152993168	152993209	152999298	152999325
11088	"ENSMUSG00000022223"	"Sdr39u1"	chr14	-	55898242	55898386	55897282	55898012	55899183	55899305
11089	"ENSMUSG00000022223"	"Sdr39u1"	chr14	-	55898242	55898477	55897558	55898012	55899183	55899305
11090	"ENSMUSG00000022223"	"Sdr39u1"	chr14	-	55899646	55899729	55899133	55899305	55899813	55899855
11091	"ENSMUSG00000022223"	"Sdr39u1"	chr14	-	55899719	55899729	55899183	55899305	55899813	55899920
11092	"ENSMUSG00000020340"	"Cyfip2"	chr11	-	46258675	46258750	46257548	46257702	46260799	46260947
11093	"ENSMUSG00000087307"	"Gm12925"	chr4	+	123668623	123668715	123667453	123667747	123670918	123671210
11094	"ENSMUSG00000056941"	"Commd7"	chr2	-	153632187	153632262	153629192	153629246	153632593	153632740
11095	"ENSMUSG00000045503"	"Sys1"	chr2	+	164457968	164458097	164456975	164457029	164460762	164461120
11096	"ENSMUSG00000045503"	"Sys1"	chr2	+	164464357	164467327	164463300	164463368	164472137	164472322
11097	"ENSMUSG00000045503"	"Sys1"	chr2	+	164467147	164467327	164463300	164463368	164472137	164472322
11098	"ENSMUSG00000027478"	"Dnmt3b"	chr2	+	153650784	153650899	153649452	153649740	153661424	153661602
11099	"ENSMUSG00000027478"	"Dnmt3b"	chr2	+	153670848	153670908	153670302	153670447	153672215	153672335
11100	"ENSMUSG00000000826"	"Dnajc5"	chr2	+	181521234	181521287	181520550	181520697	181546370	181546488
11101	"ENSMUSG00000000826"	"Dnajc5"	chr2	+	181548925	181549000	181548669	181548841	181549272	181552249
11102	"ENSMUSG00000068009"	"Bpifb6"	chr2	+	153901899	153902005	153900387	153900419	153902632	153902740
11103	"ENSMUSG00000027482"	"Bpifa3"	chr2	+	154136754	154136834	154136265	154136415	154137114	154137199
11104	"ENSMUSG00000071252"	"2210408I21Rik"	chr13	+	77178888	77179059	77174852	77174984	77183600	77183739
11105	"ENSMUSG00000071252"	"2210408I21Rik"	chr13	+	77245200	77245362	77192553	77193223	77254122	77254217
11106	"ENSMUSG00000054582"	"Pabpc1l"	chr2	+	164049493	164049624	164047480	164047574	164049976	164050538
11107	"ENSMUSG00000032498"	"Mlh1"	chr9	-	111252863	111252976	111249219	111249313	111255627	111255716
11108	"ENSMUSG00000032498"	"Mlh1"	chr9	-	111256882	111257013	111256092	111256135	111257399	111257491
11109	"ENSMUSG00000026442"	"Nfasc"	chr1	-	132607002	132607047	132605483	132605585	132608382	132608507
11110	"ENSMUSG00000026442"	"Nfasc"	chr1	-	132627871	132627922	132621511	132621623	132631684	132631855
11111	"ENSMUSG00000026442"	"Nfasc"	chr1	-	132637863	132637881	132636985	132637091	132642677	132642858
11112	"ENSMUSG00000026442"	"Nfasc"	chr1	-	132665478	132665587	132642677	132642858	132741670	132741757
11113	"ENSMUSG00000027959"	"Sass6"	chr3	+	116602288	116602363	116595002	116595178	116603461	116603522
11114	"ENSMUSG00000027959"	"Sass6"	chr3	+	116603461	116603522	116594981	116595178	116605196	116605241
11115	"ENSMUSG00000027959"	"Sass6"	chr3	+	116604264	116604347	116603461	116603522	116605196	116605276
11116	"ENSMUSG00000019737"	"Syne4"	chr7	+	30316229	30316373	30315261	30315400	30316572	30316767
11117	"ENSMUSG00000019737"	"Syne4"	chr7	+	30316294	30316373	30315261	30315400	30316572	30316657
11118	"ENSMUSG00000019737"	"Syne4"	chr7	+	30316313	30316373	30315261	30315400	30316572	30316767
11119	"ENSMUSG00000019737"	"Syne4"	chr7	+	30316842	30317091	30316572	30316767	30317967	30318042
11120	"ENSMUSG00000035637"	"Grhpr"	chr4	+	44982878	44983009	44981432	44981506	44983873	44983943
11121	"ENSMUSG00000035637"	"Grhpr"	chr4	+	44986763	44986926	44986285	44986390	44987215	44987248
11122	"ENSMUSG00000046897"	"Zfp740"	chr15	+	102205228	102205305	102204570	102204883	102207770	102207920
11123	"ENSMUSG00000046897"	"Zfp740"	chr15	+	102205228	102205305	102204570	102205086	102207770	102207920
11124	"ENSMUSG00000046897"	"Zfp740"	chr15	+	102207770	102207920	102204570	102204883	102208271	102208361
11125	"ENSMUSG00000046897"	"Zfp740"	chr15	+	102208752	102208876	102208235	102208361	102209154	102209273
11126	"ENSMUSG00000028859"	"Csf3r"	chr4	+	126042659	126042750	126039761	126039896	126042903	126042985
11127	"ENSMUSG00000027602"	"Map1lc3a"	chr2	+	155276957	155277013	155276296	155276646	155277097	155277204
11128	"ENSMUSG00000096974"	"Gm26881"	chr4	+	43052944	43053051	43051236	43051377	43053153	43053254
11129	"ENSMUSG00000036395"	"Glb1l2"	chr9	-	26790723	26790893	26780693	26780766	26791781	26791890
11130	"ENSMUSG00000036395"	"Glb1l2"	chr9	-	26797044	26797092	26796405	26796603	26806297	26806432
11131	"ENSMUSG00000037108"	"Zcwpw1"	chr5	+	137799985	137800143	137799188	137799601	137800973	137801061
11132	"ENSMUSG00000037108"	"Zcwpw1"	chr5	+	137816892	137816976	137812001	137812100	137817457	137817524
11133	"ENSMUSG00000031365"	"Zfp275"	chrX	+	73351268	73351360	73344836	73344912	73351808	73351923
11134	"ENSMUSG00000005882"	"Uqcc1"	chr2	-	155858111	155858189	155850902	155851472	155887108	155887217
11135	"ENSMUSG00000005882"	"Uqcc1"	chr2	-	155909352	155909425	155901297	155901355	155910356	155910464
11136	"ENSMUSG00000005882"	"Uqcc1"	chr2	-	155909352	155909425	155901297	155901355	155921634	155921727
11137	"ENSMUSG00000005882"	"Uqcc1"	chr2	-	155910356	155910464	155901297	155901355	155921634	155921727
11138	"ENSMUSG00000005882"	"Uqcc1"	chr2	-	155910356	155910464	155909352	155909425	155921634	155921727
11139	"ENSMUSG00000005882"	"Uqcc1"	chr2	-	155910356	155911836	155907965	155909425	155921634	155921727
11140	"ENSMUSG00000005882"	"Uqcc1"	chr2	-	155911740	155911836	155910356	155910464	155921634	155921727
11141	"ENSMUSG00000005882"	"Uqcc1"	chr2	-	155924457	155924544	155921634	155921727	155930012	155930050
11142	"ENSMUSG00000024830"	"Rps6kb2"	chr19	-	4157481	4157594	4153990	4157199	4157681	4157789
11143	"ENSMUSG00000024830"	"Rps6kb2"	chr19	-	4159226	4159327	4159002	4159093	4159402	4159460
11144	"ENSMUSG00000024830"	"Rps6kb2"	chr19	-	4159402	4159460	4159226	4159327	4161067	4161215
11145	"ENSMUSG00000024830"	"Rps6kb2"	chr19	-	4159565	4159705	4159402	4159460	4161067	4161215
11146	"ENSMUSG00000074646"	"6430550D23Rik"	chr2	-	156003680	156003848	156003324	156003485	156007879	156007919
11147	"ENSMUSG00000074646"	"6430550D23Rik"	chr2	-	156003680	156003985	156003324	156003485	156007879	156007977
11148	"ENSMUSG00000005881"	"Ergic3"	chr2	+	156015376	156015391	156011348	156011406	156015988	156016020
11149	"ENSMUSG00000001211"	"Agpat3"	chr10	-	78351626	78351711	78329275	78329336	78352212	78352489
11150	"ENSMUSG00000038180"	"Spag4"	chr2	+	156066566	156066633	156066133	156066238	156066804	156066866
11151	"ENSMUSG00000038180"	"Spag4"	chr2	+	156067088	156067132	156066133	156066866	156067311	156067322
11152	"ENSMUSG00000038180"	"Spag4"	chr2	+	156067454	156067563	156067311	156067337	156067746	156067822
11153	"ENSMUSG00000004952"	"Rasa4"	chr5	+	136101243	136101394	136100901	136101019	136101624	136101689
11154	"ENSMUSG00000004952"	"Rasa4"	chr5	+	136101944	136102057	136101243	136101689	136102234	136102295
11155	"ENSMUSG00000004952"	"Rasa4"	chr5	+	136102527	136102665	136102234	136102427	136103279	136103424
11156	"ENSMUSG00000026074"	"Map4k4"	chr1	+	40001429	40001591	40000530	40000749	40003756	40003987
11157	"ENSMUSG00000026074"	"Map4k4"	chr1	+	40001429	40001591	40000530	40000749	40004806	40004913
11158	"ENSMUSG00000026074"	"Map4k4"	chr1	+	40003756	40003987	40000530	40000749	40004806	40004913
11159	"ENSMUSG00000026074"	"Map4k4"	chr1	+	40003756	40003987	40001429	40001591	40004806	40004913
11160	"ENSMUSG00000026074"	"Map4k4"	chr1	+	40003762	40003987	40000530	40000749	40004806	40004910
11161	"ENSMUSG00000026074"	"Map4k4"	chr1	+	40008330	40008339	40007432	40007530	40009687	40009863
11162	"ENSMUSG00000026074"	"Map4k4"	chr1	+	40011649	40011841	40010556	40010677	40014105	40014223
11163	"ENSMUSG00000074643"	"Cpne1"	chr2	-	156078751	156078823	156078573	156078654	156078899	156078974
11164	"ENSMUSG00000074643"	"Cpne1"	chr2	-	156098229	156098372	156079338	156079464	156103348	156103429
11165	"ENSMUSG00000074643"	"Cpne1"	chr2	-	156098229	156098372	156079338	156079464	156111827	156111909
11166	"ENSMUSG00000074643"	"Cpne1"	chr2	-	156103348	156103397	156079338	156079464	156111785	156111943
11167	"ENSMUSG00000074643"	"Cpne1"	chr2	-	156103348	156103429	156079338	156079464	156111785	156111935
11168	"ENSMUSG00000074643"	"Cpne1"	chr2	-	156103348	156103429	156079338	156079464	156111827	156111863
11169	"ENSMUSG00000074643"	"Cpne1"	chr2	-	156103348	156103429	156098229	156098372	156111827	156111863
11170	"ENSMUSG00000103812"	"Gm33954"	chrY	-	22921135	22921319	22920119	22920608	22922048	22922230
11171	"ENSMUSG00000098090"	"2700099C18Rik"	chr17	+	94759594	94759694	94756433	94756523	94761497	94761604
11172	"ENSMUSG00000038085"	"Cnbd2"	chr2	+	156328317	156328455	156320009	156320063	156333578	156333632
11173	"ENSMUSG00000113175"	"Gm9973"	chr13	-	4382532	4382700	4379326	4379487	4391136	4391265
11174	"ENSMUSG00000027359"	"Slc27a2"	chr2	+	126553781	126553913	126553589	126553632	126561536	126561746
11175	"ENSMUSG00000027624"	"Epb41l1"	chr2	+	156438584	156438633	156420908	156421299	156493903	156494094
11176	"ENSMUSG00000027624"	"Epb41l1"	chr2	+	156511784	156511820	156510732	156510881	156514027	156514210
11177	"ENSMUSG00000027624"	"Epb41l1"	chr2	+	156524880	156525288	156514027	156514210	156526888	156526993
11178	"ENSMUSG00000008855"	"Hdac5"	chr11	-	102213924	102214036	102206906	102207166	102218415	102218487
11179	"ENSMUSG00000008855"	"Hdac5"	chr11	-	102221767	102221851	102219144	102219281	102224733	102224955
11180	"ENSMUSG00000055717"	"Slain1"	chr14	+	103684233	103684383	103656932	103657072	103685668	103685818
11181	"ENSMUSG00000046598"	"Bdh1"	chr16	+	31445345	31445433	31437991	31438117	31446591	31446664
11182	"ENSMUSG00000035572"	"Dcaf10"	chr4	+	45349536	45349591	45348105	45348219	45359760	45359958
11183	"ENSMUSG00000035572"	"Dcaf10"	chr4	+	45359760	45359958	45348105	45348219	45370305	45370508
11184	"ENSMUSG00000035572"	"Dcaf10"	chr4	+	45372663	45372774	45370305	45370508	45372923	45373069
11185	"ENSMUSG00000067369"	"Trmt2b"	chrX	-	134263726	134263861	134262784	134262884	134266260	134266315
11186	"ENSMUSG00000067369"	"Trmt2b"	chrX	-	134270509	134270585	134267330	134267561	134276845	134276920
11187	"ENSMUSG00000094651"	"Gal3st2"	chr1	+	93872454	93872541	93861778	93861957	93873589	93873610
11188	"ENSMUSG00000027679"	"Dnajc19"	chr3	-	34080230	34080282	34080083	34080157	34081185	34081262
11189	"ENSMUSG00000027651"	"Rprd1b"	chr2	+	158035995	158036125	158028496	158029045	158043405	158043539
11190	"ENSMUSG00000027651"	"Rprd1b"	chr2	+	158070560	158070656	158058651	158058827	158074929	158075067
11191	"ENSMUSG00000050447"	"Lypd6"	chr2	+	50128369	50128534	50066463	50066584	50165468	50165657
11192	"ENSMUSG00000037904"	"Ankrd9"	chr12	-	110977663	110977770	110976428	110977548	110977947	110978127
11193	"ENSMUSG00000037904"	"Ankrd9"	chr12	-	110977947	110978127	110975352	110977548	110978839	110978995
11194	"ENSMUSG00000033769"	"Exoc6b"	chr6	-	85011317	85011483	85004817	85005036	85069295	85069457
11195	"ENSMUSG00000026825"	"Dnm1"	chr2	-	32309892	32310027	32308470	32309064	32312126	32312342
11196	"ENSMUSG00000026825"	"Dnm1"	chr2	-	32310450	32310487	32308470	32309064	32312126	32312342
11197	"ENSMUSG00000026825"	"Dnm1"	chr2	-	32310450	32310487	32309474	32309637	32312126	32312342
11198	"ENSMUSG00000026825"	"Dnm1"	chr2	-	32310450	32310487	32309849	32310027	32312126	32312342
11199	"ENSMUSG00000026825"	"Dnm1"	chr2	-	32323178	32323190	32320503	32320617	32323421	32323473
11200	"ENSMUSG00000026825"	"Dnm1"	chr2	-	32344007	32344090	32340832	32340906	32353048	32353251
11201	"ENSMUSG00000027281"	"Slx4ip"	chr2	+	136892283	136892361	136891607	136891661	136905542	136905600
11202	"ENSMUSG00000027281"	"Slx4ip"	chr2	+	136946304	136946504	136905542	136905600	136947041	136947249
11203	"ENSMUSG00000027281"	"Slx4ip"	chr2	+	136947041	136947249	136905542	136905600	137000183	137000273
11204	"ENSMUSG00000027281"	"Slx4ip"	chr2	+	137004933	137005054	137000183	137000273	137043999	137044077
11205	"ENSMUSG00000027281"	"Slx4ip"	chr2	+	137046716	137046805	137043999	137044077	137066129	137066230
11206	"ENSMUSG00000027281"	"Slx4ip"	chr2	+	137059480	137059555	137046716	137046805	137066129	137066230
11207	"ENSMUSG00000046856"	"Gpr1"	chr1	-	63211583	63211714	63209753	63209899	63214163	63214223
11208	"ENSMUSG00000045690"	"Wdr89"	chr12	-	75640803	75641016	75631396	75633508	75669471	75669527
11209	"ENSMUSG00000053141"	"Ptprt"	chr2	-	161560928	161560988	161560168	161560285	161564626	161564724
11210	"ENSMUSG00000053141"	"Ptprt"	chr2	-	161687068	161687098	161656141	161656290	161697973	161698109
11211	"ENSMUSG00000053141"	"Ptprt"	chr2	-	161718354	161718411	161697973	161698109	161732878	161732915
11212	"ENSMUSG00000097336"	"Fendrr"	chr8	-	121066664	121066846	121065593	121065779	121073522	121074070
11213	"ENSMUSG00000039168"	"Dap"	chr15	+	31235772	31235869	31224313	31224583	31272388	31272431
11214	"ENSMUSG00000064215"	"Ifi27"	chr12	+	103436562	103436682	103435421	103435573	103439400	103439562
11215	"ENSMUSG00000064215"	"Ifi27"	chr12	+	103437389	103437524	103436562	103436682	103437675	103437705
11216	"ENSMUSG00000064215"	"Ifi27"	chr12	+	103437389	103437524	103436562	103436682	103439400	103439562
11217	"ENSMUSG00000064215"	"Ifi27"	chr12	+	103437675	103437705	103436562	103436682	103439400	103439562
11218	"ENSMUSG00000064215"	"Ifi27"	chr12	+	103437675	103437705	103437389	103437524	103439400	103439562
11219	"ENSMUSG00000046840"	"Hnf4aos"	chr2	-	163496734	163496938	163496566	163496631	163541502	163541720
11220	"ENSMUSG00000022211"	"Carmil3"	chr14	+	55494804	55494893	55494652	55494728	55495403	55495498
11221	"ENSMUSG00000022211"	"Carmil3"	chr14	+	55495403	55495498	55494804	55494893	55495723	55495810
11222	"ENSMUSG00000017679"	"Ttpal"	chr2	+	163611758	163611952	163607208	163607674	163613734	163613845
11223	"ENSMUSG00000086822"	"5330413P13Rik"	chr2	-	131845103	131845171	131836435	131836482	131847571	131847674
11224	"ENSMUSG00000086822"	"5330413P13Rik"	chr2	-	131845103	131845718	131836435	131836482	131847571	131847683
11225	"ENSMUSG00000035268"	"Pkig"	chr2	+	163659149	163659235	163658414	163658492	163703485	163703555
11226	"ENSMUSG00000035268"	"Pkig"	chr2	+	163659149	163659235	163658457	163658659	163703485	163703555
11227	"ENSMUSG00000035268"	"Pkig"	chr2	+	163703485	163703555	163658385	163658492	163721127	163721198
11228	"ENSMUSG00000035268"	"Pkig"	chr2	+	163703485	163703555	163658476	163658659	163721127	163721198
11229	"ENSMUSG00000036501"	"Fam13b"	chr18	-	34445276	34445440	34443900	34444002	34445531	34445615
11230	"ENSMUSG00000036501"	"Fam13b"	chr18	-	34448025	34448121	34445531	34445615	34448367	34448451
11231	"ENSMUSG00000036501"	"Fam13b"	chr18	-	34459356	34459422	34457663	34457874	34462060	34462208
11232	"ENSMUSG00000036501"	"Fam13b"	chr18	-	34464162	34464336	34462960	34463009	34465155	34465220
11233	"ENSMUSG00000036501"	"Fam13b"	chr18	-	34480454	34480578	34473549	34473685	34486978	34487139
11234	"ENSMUSG00000015085"	"Entpd2"	chr2	+	25398290	25398450	25398000	25398151	25398531	25398759
11235	"ENSMUSG00000048232"	"Fbxo10"	chr4	-	45051552	45051702	45048439	45048576	45058328	45059150
11236	"ENSMUSG00000006678"	"Pola1"	chrX	-	93486162	93486314	93480489	93480610	93488094	93488227
11237	"ENSMUSG00000006678"	"Pola1"	chrX	-	93624385	93624497	93623785	93623915	93626487	93626612
11238	"ENSMUSG00000044367"	"Slc16a13"	chr11	-	70220194	70220338	70218592	70219330	70220478	70220994
11239	"ENSMUSG00000017721"	"Pigt"	chr2	+	164498489	164498579	164497865	164498043	164499794	164499922
11240	"ENSMUSG00000070533"	"Wfdc8"	chr2	-	164598996	164599139	164597212	164597778	164599948	164600089
11241	"ENSMUSG00000028126"	"Pip5k1a"	chr3	-	95064330	95064474	95063654	95063784	95065420	95065505
11242	"ENSMUSG00000033386"	"Frrs1"	chr3	+	116900952	116901011	116900603	116900701	116902313	116902457
11243	"ENSMUSG00000107476"	"Zfp862-ps"	chr6	+	48510075	48510180	48508271	48508383	48511814	48512512
11244	"ENSMUSG00000107476"	"Zfp862-ps"	chr6	+	48528350	48530440	48527444	48527549	48532034	48532123
11245	"ENSMUSG00000017307"	"Acot8"	chr2	-	164802996	164803133	164799557	164799945	164804689	164804822
11246	"ENSMUSG00000025839"	"Pramel7"	chr2	-	87492134	87492193	87490883	87491405	87496846	87496890
11247	"ENSMUSG00000025839"	"Pramel7"	chr2	-	87492134	87492444	87491119	87491405	87496846	87496899
11248	"ENSMUSG00000019841"	"Rev3l"	chr10	+	39742690	39742818	39732126	39732613	39783142	39783332
11249	"ENSMUSG00000019841"	"Rev3l"	chr10	+	39851276	39851403	39847974	39848083	39851866	39852073
11250	"ENSMUSG00000017670"	"Elmo2"	chr2	-	165303665	165303701	165301940	165301991	165304899	165304978
11251	"ENSMUSG00000017670"	"Elmo2"	chr2	-	165315603	165315676	165314730	165314781	165315997	165316038
11252	"ENSMUSG00000017670"	"Elmo2"	chr2	-	165325866	165325997	165316238	165316351	165326417	165326479
11253	"ENSMUSG00000030519"	"Apba2"	chr7	+	64635030	64635084	64553646	64553771	64695023	64695371
11254	"ENSMUSG00000030519"	"Apba2"	chr7	+	64734654	64734690	64733512	64733658	64736880	64736967
11255	"ENSMUSG00000030519"	"Apba2"	chr7	+	64750102	64750243	64745697	64745817	64753070	64753366
11256	"ENSMUSG00000039671"	"Zmynd8"	chr2	-	165787163	165787247	165784151	165785738	165791904	165791971
11257	"ENSMUSG00000039671"	"Zmynd8"	chr2	-	165852867	165852879	165851999	165852148	165875704	165875775
11258	"ENSMUSG00000039671"	"Zmynd8"	chr2	-	165883327	165883398	165875704	165875775	165884607	165884772
11259	"ENSMUSG00000075467"	"Dnlz"	chr2	-	26351334	26351474	26348120	26350558	26351772	26352110
11260	"ENSMUSG00000006800"	"Sulf2"	chr2	-	166141713	166141766	166132587	166132854	166155502	166155663
11261	"ENSMUSG00000052581"	"Lrrtm4"	chr6	+	80019553	80019706	80018917	80019186	80021613	80023160
11262	"ENSMUSG00000052581"	"Lrrtm4"	chr6	+	80019623	80019706	80018917	80019186	80021613	80023160
11263	"ENSMUSG00000052581"	"Lrrtm4"	chr6	+	80019642	80019706	80018887	80019186	80021613	80021756
11264	"ENSMUSG00000020160"	"Meis1"	chr11	-	18883987	18884082	18880661	18881922	18884386	18884476
11265	"ENSMUSG00000020160"	"Meis1"	chr11	-	18941658	18941804	18905688	18905765	18988267	18988379
11266	"ENSMUSG00000020160"	"Meis1"	chr11	-	19014249	19014391	19013631	19013682	19016132	19016289
11267	"ENSMUSG00000074582"	"Arfgef2"	chr2	+	166842684	166842753	166836201	166836457	166845449	166845601
11268	"ENSMUSG00000002718"	"Cse1l"	chr2	+	166927442	166927610	166927243	166927336	166927712	166927842
11269	"ENSMUSG00000002718"	"Cse1l"	chr2	+	166935922	166936026	166934752	166934889	166937341	166937439
11270	"ENSMUSG00000002718"	"Cse1l"	chr2	+	166937341	166937439	166935922	166936026	166939634	166939785
11271	"ENSMUSG00000054753"	"AU018091"	chr7	-	3158554	3158657	3158217	3158429	3158754	3158894
11272	"ENSMUSG00000049164"	"Zfp518a"	chr19	+	40908058	40908203	40897083	40897165	40911032	40911109
11273	"ENSMUSG00000068749"	"Psma5"	chr3	+	108272465	108272547	108272290	108272377	108279734	108279896
11274	"ENSMUSG00000039463"	"Slc9a8"	chr2	+	167434781	167434862	167424118	167424297	167441128	167441187
11275	"ENSMUSG00000039463"	"Slc9a8"	chr2	+	167445505	167445607	167443448	167443532	167451206	167451350
11276	"ENSMUSG00000039463"	"Slc9a8"	chr2	+	167446501	167446536	167445505	167445607	167451206	167451350
11277	"ENSMUSG00000039463"	"Slc9a8"	chr2	+	167468963	167469075	167467684	167467767	167471381	167471602
11278	"ENSMUSG00000078923"	"Ube2v1"	chr2	-	167610303	167610429	167607637	167609247	167617828	167617977
11279	"ENSMUSG00000078923"	"Ube2v1"	chr2	-	167629068	167629288	167617828	167617977	167631939	167631967
11280	"ENSMUSG00000078923"	"Ube2v1"	chr2	-	167629166	167629288	167617828	167617977	167631939	167631979
11281	"ENSMUSG00000078923"	"Ube2v1"	chr2	-	167629169	167629288	167617828	167617977	167631939	167631987
11282	"ENSMUSG00000028082"	"Sh3d19"	chr3	+	86078944	86078984	86075147	86075188	86080394	86080437
11283	"ENSMUSG00000028082"	"Sh3d19"	chr3	+	86093689	86093797	86084367	86085357	86098146	86098259
11284	"ENSMUSG00000028082"	"Sh3d19"	chr3	+	86106969	86107038	86104082	86104347	86107211	86107352
11285	"ENSMUSG00000064210"	"Ano6"	chr15	+	95830643	95830706	95790891	95791056	95864224	95864307
11286	"ENSMUSG00000064210"	"Ano6"	chr15	+	95942961	95943183	95941209	95941352	95943397	95943475
11287	"ENSMUSG00000063600"	"Egfem1"	chr3	+	29662376	29662499	29657129	29657267	29668240	29668438
11288	"ENSMUSG00000028293"	"Slc35a1"	chr4	-	34671779	34671846	34669486	34669663	34675029	34675182
11289	"ENSMUSG00000028293"	"Slc35a1"	chr4	-	34673808	34673928	34671779	34671846	34675029	34675182
11290	"ENSMUSG00000028293"	"Slc35a1"	chr4	-	34684048	34684131	34683340	34683462	34687243	34687396
11291	"ENSMUSG00000039958"	"Etfbkmt"	chr6	+	149142605	149142715	149141515	149141704	149144014	149144442
11292	"ENSMUSG00000039958"	"Etfbkmt"	chr6	+	149142605	149142715	149141515	149141704	149144033	149144286
11293	"ENSMUSG00000039958"	"Etfbkmt"	chr6	+	149144014	149144442	149141512	149141704	149147157	149147288
11294	"ENSMUSG00000039958"	"Etfbkmt"	chr6	+	149144033	149144442	149141512	149141704	149147157	149147288
11295	"ENSMUSG00000019854"	"Reps1"	chr10	+	18092185	18092305	18089447	18089571	18092844	18093041
11296	"ENSMUSG00000019854"	"Reps1"	chr10	+	18107667	18107748	18104153	18104275	18114398	18114486
11297	"ENSMUSG00000019854"	"Reps1"	chr10	+	18107670	18107748	18104153	18104275	18114398	18114486
11298	"ENSMUSG00000075463"	"4930594M22Rik"	chr14	+	122923621	122923677	122913066	122913292	122926129	122929442
11299	"ENSMUSG00000040648"	"Ppip5k2"	chr1	-	97721105	97721279	97719833	97719906	97723669	97723834
11300	"ENSMUSG00000026405"	"C4bp"	chr1	-	130657462	130657479	130657131	130657314	130661447	130661610
