tran_id	gene_id	gene_short_name	gene_type
chr17:48145397:48145561:-@chr17:48131577:48131667:-@chr17:48126285:48128574	ENSMUSG00000073386	9830107B12Rik	character(0)
chr19:32684002:32684052:-@chr19:32680633:32680705:-@chr19:32676717:32676850	ENSMUSG00000013662	Atad1	character(0)
chr19:32712266:32712297:-@chr19:32706835:32707009:-@chr19:32702540:32702638	ENSMUSG00000013662	Atad1	character(0)
chr19:32739642:32739751:-@chr19:32714891:32714981:-@chr19:32706835:32707009	ENSMUSG00000013662	Atad1	character(0)
chr19:32739642:32739786:-@chr19:32717662:32717847:-@chr19:32714891:32714981	ENSMUSG00000013662	Atad1	character(0)
chr17:47832944:47833030:-@chr17:47824548:47824727:-@chr17:47819798:47821041	ENSMUSG00000032717	Mdfi	character(0)
chr17:47832944:47833030:-@chr17:47830591:47830694:-@chr17:47824548:47824727	ENSMUSG00000032717	Mdfi	character(0)
chr17:46550901:46551020:-@chr17:46549845:46550036:-@chr17:46549436:46549512	ENSMUSG00000015605	Srf	character(0)
chr17:46261136:46261202:-@chr17:46260880:46260909:-@chr17:46260095:46260202	ENSMUSG00000012296	Tjap1	character(0)
chr17:46264883:46264978:-@chr17:46264094:46264190:-@chr17:46263689:46263810	ENSMUSG00000012296	Tjap1	character(0)
chr17:46264883:46264978:-@chr17:46264094:46264190:-@chr17:46263809:46263813	ENSMUSG00000012296	Tjap1	character(0)
chr17:46282346:46282439:-@chr17:46271800:46271929:-@chr17:46264883:46264978	ENSMUSG00000012296	Tjap1	character(0)
chr17:46282346:46282439:-@chr17:46280416:46280544:-@chr17:46271800:46271929	ENSMUSG00000012296	Tjap1	character(0)
chr17:46282960:46282997:-@chr17:46282346:46282439:-@chr17:46264883:46264978	ENSMUSG00000012296	Tjap1	character(0)
chr17:46282960:46282997:-@chr17:46282346:46282439:-@chr17:46271800:46271929	ENSMUSG00000012296	Tjap1	character(0)
chr17:46198634:46198768:-@chr17:46194202:46194416:-@chr17:46190607:46190776	ENSMUSG00000023953	Polh	character(0)
chr17:45679237:45679316:-@chr17:45678963:45679001:-@chr17:45677926:45678016	ENSMUSG00000036026	Tmem63b	character(0)
chr17:45685916:45686137:-@chr17:45680588:45680641:-@chr17:45679532:45679714	ENSMUSG00000036026	Tmem63b	character(0)
chr17:45659245:45659297:-@chr17:45657246:45657362:-@chr17:45653506:45653756	ENSMUSG00000058626	Capn11	character(0)
chr17:45454091:45454211:-@chr17:45452678:45452740:-@chr17:45449435:45449550	ENSMUSG00000023935	Spats1	character(0)
chr17:45474799:45474826:-@chr17:45464427:45464580:-@chr17:45461162:45461310	ENSMUSG00000023935	Spats1	character(0)
chr17:45413122:45413270:-@chr17:45412525:45412634:-@chr17:45411828:45411990	ENSMUSG00000023932	Cdc5l	character(0)
chr17:44639665:44639826:-@chr17:44610028:44610093:-@chr17:44604001:44608383	ENSMUSG00000039153	Runx2	character(0)
chr17:44639665:44639826:-@chr17:44638513:44638705:-@chr17:44495987:44497243	ENSMUSG00000039153	Runx2	character(0)
chr17:44717192:44717296:-@chr17:44658519:44658692:-@chr17:44639665:44639826	ENSMUSG00000039153	Runx2	character(0)
chr17:44724745:44724901:-@chr17:44717192:44717296:-@chr17:44639665:44639826	ENSMUSG00000039153	Runx2	character(0)
chr17:44814169:44814226:-@chr17:44735233:44735618:-@chr17:44724745:44724901	ENSMUSG00000039153	Runx2	character(0)
chrY:40764011:40764192:-@chrY:40763100:40763283:-@chrY:40762505:40762572	ENSMUSG00000100070	Gm28994	character(0)
chr17:42876313:42876665:-@chr17:42845326:42845479:-@chr17:42838702:42838802	ENSMUSG00000061665	Cd2ap	character(0)
chr17:42876313:42876389:-@chr17:42852368:42852528:-@chr17:42845326:42845479	ENSMUSG00000061665	Cd2ap	character(0)
chr17:40783238:40783335:-@chr17:40780063:40780143:-@chr17:40767286:40767374	ENSMUSG00000023930	Crisp2	character(0)
chr17:40791859:40791908:-@chr17:40790801:40790971:-@chr17:40790587:40790664	ENSMUSG00000023930	Crisp2	character(0)
chrY:58081930:58082111:-@chrY:58081018:58081202:-@chrY:58080000:58080490	ENSMUSG00000100083	Gm29467	character(0)
chrY:89609587:89609772:-@chrY:89608676:89608859:-@chrY:89607659:89608147	ENSMUSG00000101402	Gm28673	character(0)
chr17:37087847:37088499:-@chr17:37086303:37086405:-@chr17:37083871:37086174	ENSMUSG00000056600	Olfr90	character(0)
chr17:36988935:36989188:-@chr17:36988505:36988780:-@chr17:36987655:36987930	ENSMUSG00000024459	H2-M5	character(0)
chr17:36083233:36083434:-@chr17:36081242:36081517:-@chr17:36080999:36081115	ENSMUSG00000073406	H2-Bl	character(0)
chr17:36084160:36084223:-@chr17:36081476:36081517:-@chr17:36080999:36081115	ENSMUSG00000073406	H2-Bl	character(0)
chr17:36083696:36083965:-@chr17:36083233:36083434:-@chr17:36081242:36081517	ENSMUSG00000073406	H2-Bl	character(0)
chr17:36083696:36083932:-@chr17:36083233:36083508:-@chr17:36081242:36081517	ENSMUSG00000073406	H2-Bl	character(0)
chr17:36084160:36084223:-@chr17:36083696:36083932:-@chr17:36081242:36081517	ENSMUSG00000073406	H2-Bl	character(0)
chr17:36084160:36084223:-@chr17:36083696:36083939:-@chr17:36081242:36081517	ENSMUSG00000073406	H2-Bl	character(0)
chr17:36084160:36084193:-@chr17:36083696:36083965:-@chr17:36081242:36081517	ENSMUSG00000073406	H2-Bl	character(0)
chr17:36040478:36040753:-@chr17:36040225:36040329:-@chr17:36039342:36039374	ENSMUSG00000056116	H2-T22	character(0)
chr17:35979127:35979255:-@chr17:35978711:35978781:-@chr17:35978164:35978443	ENSMUSG00000038500	Prr3	character(0)
chr17:35969646:35969761:-@chr17:35968968:35969233:-@chr17:35965077:35965123	ENSMUSG00000038762	Abcf1	character(0)
chr17:35904108:35904176:-@chr17:35901983:35902054:-@chr17:35901368:35901611	ENSMUSG00000024426	Atat1	character(0)
chr17:35904108:35904176:-@chr17:35902356:35902438:-@chr17:35901983:35902054	ENSMUSG00000024426	Atat1	character(0)
chr17:35904290:35904335:-@chr17:35902356:35902438:-@chr17:35901983:35902054	ENSMUSG00000024426	Atat1	character(0)
chr17:35904290:35904327:-@chr17:35904108:35904176:-@chr17:35901983:35902054	ENSMUSG00000024426	Atat1	character(0)
chr17:35904290:35904327:-@chr17:35904108:35904176:-@chr17:35902356:35902438	ENSMUSG00000024426	Atat1	character(0)
chr17:35626377:35626637:-@chr17:35618622:35623231:-@chr17:35617923:35618282	ENSMUSG00000090588	Gm9573	character(0)
chr17:35201084:35201138:-@chr17:35200858:35200905:-@chr17:35199381:35200563	ENSMUSG00000024401	Tnf	character(0)
chr17:35173141:35173275:-@chr17:35172515:35172689:-@chr17:35172285:35172346	ENSMUSG00000024397	Aif1	character(0)
chr17:35121794:35121998:-@chr17:35121311:35121511:-@chr17:35120445:35120527	ENSMUSG00000024387	Csnk2b	character(0)
chr17:35043729:35043764:-@chr17:35042098:35042180:-@chr17:35041470:35041515	ENSMUSG00000007035	Msh5	character(0)
chr17:35044025:35044134:-@chr17:35043729:35043764:-@chr17:35042098:35042180	ENSMUSG00000007035	Msh5	character(0)
chr17:35046231:35046387:-@chr17:35045930:35046053:-@chr17:35045294:35045374	ENSMUSG00000007035	Msh5	character(0)
chr17:34895407:34895557:-@chr17:34894895:34894935:-@chr17:34893611:34893700	ENSMUSG00000024371	C2	character(0)
chr17:34866518:34866607:-@chr17:34864729:34864869:-@chr17:34864512:34864606	ENSMUSG00000092511	Gm20547	character(0)
chr17:34183615:34183744:-@chr17:34183089:34183230:-@chr17:34181987:34182351	ENSMUSG00000096727	Psmb9	character(0)
chr17:34114890:34115264:-@chr17:34114350:34114478:-@chr17:34113932:34114177	ENSMUSG00000024335	Brd2	character(0)
chr17:34114890:34115242:-@chr17:34114350:34114503:-@chr17:34114047:34114177	ENSMUSG00000024335	Brd2	character(0)
chr17:34114890:34115076:-@chr17:34114350:34114650:-@chr17:34113932:34114177	ENSMUSG00000024335	Brd2	character(0)
chr17:34116908:34117211:-@chr17:34116598:34116689:-@chr17:34116198:34116335	ENSMUSG00000024335	Brd2	character(0)
chr17:34122567:34122634:-@chr17:34122162:34122425:-@chr17:34119867:34119900	ENSMUSG00000024335	Brd2	character(0)
chr17:34092440:34092545:-@chr17:34088134:34088248:-@chr17:34085641:34085827	ENSMUSG00000098197	BC051537	character(0)
chr17:34028002:34028054:-@chr17:34027623:34027840:-@chr17:34027406:34027522	ENSMUSG00000073422	H2-Ke6	character(0)
chr17:33955078:33955176:-@chr17:33953740:33953908:-@chr17:33952403:33952591	ENSMUSG00000008668	Rps18	character(0)
chr17:33940297:33940310:-@chr17:33940024:33940105:-@chr17:33939748:33939818	ENSMUSG00000024309	Pfdn6	character(0)
chr17:33940297:33940325:-@chr17:33940024:33940165:-@chr17:33939748:33939818	ENSMUSG00000024309	Pfdn6	character(0)
chr17:33394240:33394378:-@chr17:33393787:33394012:-@chr17:33386685:33386811	ENSMUSG00000055240	Zfp101	character(0)
chr17:33358734:33358878:-@chr17:33336722:33336848:-@chr17:33336455:33336509	ENSMUSG00000003929	Zfp81	character(0)
chr17:33358734:33358868:-@chr17:33338101:33338251:-@chr17:33336722:33336848	ENSMUSG00000003929	Zfp81	character(0)
chr17:33220617:33220723:-@chr17:33219803:33219938:-@chr17:33211206:33216353	ENSMUSG00000096169	Olfr1564	character(0)
chr17:33221626:33221672:-@chr17:33220617:33220713:-@chr17:33211217:33216353	ENSMUSG00000096169	Olfr1564	character(0)
chr17:33221626:33221652:-@chr17:33220617:33220723:-@chr17:33211217:33216353	ENSMUSG00000096169	Olfr1564	character(0)
chr17:32416878:32417088:-@chr17:32415806:32416103:-@chr17:32412459:32413474	ENSMUSG00000079563	Pglyrp2	character(0)
chr17:32418108:32418988:-@chr17:32416878:32417088:-@chr17:32415806:32416103	ENSMUSG00000079563	Pglyrp2	character(0)
chr17:32081592:32081637:-@chr17:32079781:32079896:-@chr17:32078762:32078905	ENSMUSG00000002791	Pdxk-ps	character(0)
chr17:32084046:32084092:-@chr17:32082530:32082615:-@chr17:32081328:32081637	ENSMUSG00000002791	Pdxk-ps	character(0)
chr17:32087759:32087839:-@chr17:32086030:32086108:-@chr17:32084046:32084092	ENSMUSG00000002791	Pdxk-ps	character(0)
chr17:32087759:32087839:-@chr17:32086041:32086108:-@chr17:32084022:32084092	ENSMUSG00000002791	Pdxk-ps	character(0)
chr17:31855672:31855793:-@chr17:31854894:31855064:-@chr17:31854208:31854324	ENSMUSG00000024042	Sik1	character(0)
chr17:31652502:31652568:-@chr17:31651646:31651712:-@chr17:31648845:31648894	ENSMUSG00000061613	U2af1	character(0)
chr17:31654979:31655066:-@chr17:31652502:31652568:-@chr17:31651646:31651712	ENSMUSG00000061613	U2af1	character(0)
chr17:31615474:31615558:-@chr17:31614529:31614570:-@chr17:31608894:31613293	ENSMUSG00000024039	Cbs	character(0)
chr17:31627476:31627491:-@chr17:31626153:31626188:-@chr17:31625883:31626017	ENSMUSG00000024039	Cbs	character(0)
chr17:31164927:31165277:-@chr17:31162655:31162807:-@chr17:31161395:31161593	ENSMUSG00000024032	Tff1	character(0)
chr17:30597805:30597872:-@chr17:30596711:30597642:-@chr17:30596374:30596463	ENSMUSG00000024026	Glo1	character(0)
chr17:30604020:30604102:-@chr17:30603387:30603517:-@chr17:30600039:30600179	ENSMUSG00000024026	Glo1	character(0)
chr17:29839805:29839910:-@chr17:29839549:29839572:-@chr17:29838437:29838589	ENSMUSG00000043557	Mdga1	character(0)
chr17:29705489:29705583:-@chr17:29705271:29705320:-@chr17:29704255:29704469	ENSMUSG00000024018	Ccdc167	character(0)
chr17:29705489:29705583:-@chr17:29705271:29705323:-@chr17:29703332:29704469	ENSMUSG00000024018	Ccdc167	character(0)
chr17:29549509:29549593:-@chr17:29545485:29545576:-@chr17:29526007:29526759	ENSMUSG00000079580	Tmem217	character(0)
chr17:29549584:29549671:-@chr17:29545485:29545576:-@chr17:29526007:29526759	ENSMUSG00000079580	Tmem217	character(0)
chr17:29549584:29549671:-@chr17:29545485:29545576:-@chr17:29526021:29526653	ENSMUSG00000079580	Tmem217	character(0)
chr17:28988178:28988261:-@chr17:28984077:28984200:-@chr17:28982032:28982186	ENSMUSG00000024006	Stk38	character(0)
chr17:29000009:29000141:-@chr17:28998792:28998894:-@chr17:28992417:28992468	ENSMUSG00000024006	Stk38	character(0)
chr17:28669903:28670084:-@chr17:28661865:28662014:-@chr17:28659593:28659675	ENSMUSG00000036196	Slc26a8	character(0)
chr17:28669903:28670084:-@chr17:28663564:28663728:-@chr17:28661865:28662014	ENSMUSG00000036196	Slc26a8	character(0)
chr17:28684707:28684902:-@chr17:28677949:28678008:-@chr17:28676064:28676203	ENSMUSG00000036196	Slc26a8	character(0)
chr17:28560571:28560766:-@chr17:28558761:28558883:-@chr17:28558149:28558440	ENSMUSG00000024225	Clps	character(0)
chr17:28077986:28078058:-@chr17:28074652:28074772:-@chr17:28071611:28071831	ENSMUSG00000062859	Tcp11	character(0)
chr17:27907501:27909844:-@chr17:27905920:27906034:-@chr17:27905262:27905410	ENSMUSG00000024218	Taf11	character(0)
chr17:27786071:27786268:-@chr17:27767911:27768239:-@chr17:27751235:27753995	ENSMUSG00000056692	Ilrun	character(0)
chr17:27786071:27786268:-@chr17:27768136:27768239:-@chr17:27751246:27753995	ENSMUSG00000056692	Ilrun	character(0)
chr17:27793909:27794063:-@chr17:27786071:27786268:-@chr17:27767489:27768239	ENSMUSG00000056692	Ilrun	character(0)
chr17:27718024:27718221:-@chr17:27717418:27717465:-@chr17:27717169:27717315	ENSMUSG00000024215	Spdef	character(0)
chr17:27718024:27718349:-@chr17:27717418:27717539:-@chr17:27717169:27717315	ENSMUSG00000024215	Spdef	character(0)
chr17:27564562:27564750:-@chr17:27564385:27564410:-@chr17:27564149:27564254	ENSMUSG00000062753	AI413582	character(0)
chr17:27451905:27452059:-@chr17:27450125:27450265:-@chr17:27438662:27438862	ENSMUSG00000063239	Grm4	character(0)
chr17:27502647:27503304:-@chr17:27472908:27473124:-@chr17:27454487:27454622	ENSMUSG00000063239	Grm4	character(0)
chr17:26885967:26886202:-@chr17:26865074:26865116:-@chr17:26860271:26861591	ENSMUSG00000078838	Gm17382	character(0)
chr17:26093617:26093729:-@chr17:26092507:26092557:-@chr17:26091734:26092152	ENSMUSG00000024177	Nme4	character(0)
chr17:26094137:26094270:-@chr17:26093859:26093960:-@chr17:26093617:26093729	ENSMUSG00000024177	Nme4	character(0)
chr17:26083845:26083938:-@chr17:26083576:26083680:-@chr17:26082876:26083093	ENSMUSG00000036775	Decr2	character(0)
chr17:26088929:26088997:-@chr17:26088022:26088073:-@chr17:26087324:26087459	ENSMUSG00000036775	Decr2	character(0)
chr17:25930521:25930635:-@chr17:25928791:25928852:-@chr17:25926421:25927756	ENSMUSG00000025728	Pigq	character(0)
chr17:25930958:25931038:-@chr17:25930521:25930635:-@chr17:25928791:25928852	ENSMUSG00000025728	Pigq	character(0)
chr17:25931462:25931573:-@chr17:25930958:25931038:-@chr17:25930521:25930635	ENSMUSG00000025728	Pigq	character(0)
chr17:25934758:25934878:-@chr17:25930958:25931038:-@chr17:25930521:25930635	ENSMUSG00000025728	Pigq	character(0)
chr17:25934758:25934801:-@chr17:25931462:25931673:-@chr17:25930958:25931038	ENSMUSG00000025728	Pigq	character(0)
chr17:25934758:25934878:-@chr17:25932105:25932231:-@chr17:25931674:25931827	ENSMUSG00000025728	Pigq	character(0)
chr17:25934758:25934878:-@chr17:25934094:25934273:-@chr17:25932105:25932231	ENSMUSG00000025728	Pigq	character(0)
chr17:25941815:25941933:-@chr17:25940823:25940894:-@chr17:25936764:25937462	ENSMUSG00000025728	Pigq	character(0)
chr17:25942794:25942832:-@chr17:25942267:25942396:-@chr17:25937264:25937462	ENSMUSG00000025728	Pigq	character(0)
chr17:25859100:25859318:-@chr17:25858736:25858804:-@chr17:25857325:25857435	ENSMUSG00000073434	Wdr90	character(0)
chr17:25842180:25842288:-@chr17:25841990:25842091:-@chr17:25841559:25841855	ENSMUSG00000025733	Rhot2	character(0)
chr17:25836988:25837082:-@chr17:25836399:25836572:-@chr17:25835969:25836193	ENSMUSG00000025735	Rhbdl1	character(0)
chr17:25836988:25837295:-@chr17:25836411:25836572:-@chr17:25835969:25836193	ENSMUSG00000025735	Rhbdl1	character(0)
chr17:25785428:25785532:-@chr17:25785004:25785194:-@chr17:25784661:25784725	ENSMUSG00000061046	Haghl	character(0)
chr17:25749449:25749543:-@chr17:25749174:25749289:-@chr17:25749066:25749087	ENSMUSG00000063011	Msln	character(0)
chr17:25497122:25497288:-@chr17:25495027:25495178:-@chr17:25489875:25492288	ENSMUSG00000050824	Sstr5	character(0)
chr17:34031548:34031662:-@chr17:34030824:34031262:-@chr17:34030566:34030734	ENSMUSG00000024327	Slc39a7	character(0)
chr17:24960568:24960636:-@chr17:24956018:24956166:-@chr17:24947294:24948780	ENSMUSG00000024165	Jpt2	character(0)
chr17:24909150:24909161:-@chr17:24908411:24908428:-@chr17:24907329:24907386	ENSMUSG00000024163	Mapk8ip3	character(0)
chr17:24923816:24923868:-@chr17:24920472:24920495:-@chr17:24917995:24918139	ENSMUSG00000024163	Mapk8ip3	character(0)
chr17:24602094:24602297:-@chr17:24601389:24601457:-@chr17:24600335:24600465	ENSMUSG00000002496	Tsc2	character(0)
chr17:24607437:24607531:-@chr17:24606224:24606352:-@chr17:24604828:24604992	ENSMUSG00000002496	Tsc2	character(0)
chr17:24442052:24442152:-@chr17:24441858:24441970:-@chr17:24441496:24441747	ENSMUSG00000024136	Dnase1l2	character(0)
chr17:24414312:24414399:-@chr17:24413505:24413928:-@chr17:24412467:24412574	ENSMUSG00000073437	D330041H03Rik	character(0)
chr17:24414312:24414399:-@chr17:24413505:24413928:-@chr17:24412505:24412597	ENSMUSG00000073437	D330041H03Rik	character(0)
chr17:24414312:24414407:-@chr17:24413701:24413928:-@chr17:24412467:24412574	ENSMUSG00000073437	D330041H03Rik	character(0)
chr17:24328529:24328788:-@chr17:24327639:24327755:-@chr17:24326356:24326473	ENSMUSG00000035435	Abca17	character(0)
chr17:24185204:24186201:-@chr17:24184381:24184398:-@chr17:24183694:24183852	ENSMUSG00000036473	Tbc1d24	character(0)
chr17:24189944:24190053:-@chr17:24185204:24186201:-@chr17:24183694:24183852	ENSMUSG00000036473	Tbc1d24	character(0)
chr17:24189944:24190053:-@chr17:24185204:24186287:-@chr17:24183694:24183852	ENSMUSG00000036473	Tbc1d24	character(0)
chr17:24205474:24205482:-@chr17:24189944:24190053:-@chr17:24185204:24186287	ENSMUSG00000036473	Tbc1d24	character(0)
chr17:24199891:24199957:-@chr17:24198355:24198526:-@chr17:24189944:24190053	ENSMUSG00000036473	Tbc1d24	character(0)
chr17:24162976:24163115:-@chr17:24161582:24161713:-@chr17:24158640:24158694	ENSMUSG00000036820	Amdhd2	character(0)
chr17:23827468:23827573:-@chr17:23826586:23826666:-@chr17:23824740:23824979	ENSMUSG00000055839	Elob	character(0)
chr17:23771415:23771602:-@chr17:23770235:23770332:-@chr17:23762976:23763318	ENSMUSG00000040097	Flywch1	character(0)
chr17:23705529:23705570:-@chr17:23705379:23705432:-@chr17:23704488:23705235	ENSMUSG00000043747	1520401A03Rik	character(0)
chr17:23709000:23709053:-@chr17:23708750:23708785:-@chr17:23708507:23708542	ENSMUSG00000043747	1520401A03Rik	character(0)
chr17:23677327:23677427:-@chr17:23676519:23676623:-@chr17:23676139:23676273	ENSMUSG00000023905	Tnfrsf12a	character(0)
chr17:23677327:23677420:-@chr17:23677121:23677197:-@chr17:23676519:23676623	ENSMUSG00000023905	Tnfrsf12a	character(0)
chr17:22568839:22568946:-@chr17:22559043:22559166:-@chr17:22544504:22548860	ENSMUSG00000095093	Vmn2r111	character(0)
chr17:22568839:22569066:-@chr17:22564439:22564577:-@chr17:22544504:22548860	ENSMUSG00000095093	Vmn2r111	character(0)
chr19:6924794:6924889:-@chr19:6923301:6923367:-@chr19:6922423:6922660	ENSMUSG00000050623	Catsperz	character(0)
chr19:6924794:6925321:-@chr19:6923301:6923599:-@chr19:6922424:6922660	ENSMUSG00000050623	Catsperz	character(0)
chr19:6924794:6925352:-@chr19:6923492:6923599:-@chr19:6923301:6923367	ENSMUSG00000050623	Catsperz	character(0)
chr19:6924794:6924912:-@chr19:6923523:6923599:-@chr19:6923301:6923367	ENSMUSG00000050623	Catsperz	character(0)
chr19:6924794:6925352:-@chr19:6923523:6923685:-@chr19:6923301:6923367	ENSMUSG00000050623	Catsperz	character(0)
chr17:20228392:20228686:-@chr17:20227247:20228038:-@chr17:20226206:20226421	ENSMUSG00000091670	Vmn2r105	character(0)
chr17:15559023:15559072:-@chr17:15557547:15557574:-@chr17:15557301:15557457	ENSMUSG00000051977	Prdm9	character(0)
chr17:15033347:15033553:-@chr17:15030509:15030664:-@chr17:15027154:15027317	ENSMUSG00000079707	Tcte3	character(0)
chr17:14970387:14970593:-@chr17:14967546:14967701:-@chr17:14964242:14964355	ENSMUSG00000116780	Gm3417	character(0)
chr17:14970387:14970593:-@chr17:14969771:14969807:-@chr17:14964242:14964355	ENSMUSG00000116780	Gm3417	character(0)
chr17:14829516:14829580:-@chr17:14819318:14819478:-@chr17:14818519:14819006	ENSMUSG00000046991	Wdr27	character(0)
chr17:14883618:14883715:-@chr17:14882754:14882856:-@chr17:14876094:14876192	ENSMUSG00000046991	Wdr27	character(0)
chr17:13727922:13728022:-@chr17:13717500:13717633:-@chr17:13713966:13714117	ENSMUSG00000038347	Tcte2	character(0)
chr17:13727911:13728022:-@chr17:13722420:13722679:-@chr17:13714031:13714117	ENSMUSG00000038347	Tcte2	character(0)
chr17:13727922:13728022:-@chr17:13722420:13722679:-@chr17:13714031:13714117	ENSMUSG00000038347	Tcte2	character(0)
chr17:13727922:13728022:-@chr17:13722420:13722679:-@chr17:13716436:13717633	ENSMUSG00000038347	Tcte2	character(0)
chr17:13727922:13728022:-@chr17:13724902:13724963:-@chr17:13716436:13717633	ENSMUSG00000038347	Tcte2	character(0)
chr17:13131609:13131755:-@chr17:13131154:13131337:-@chr17:13125937:13125990	ENSMUSG00000067049	Unc93a	character(0)
chr17:12947357:12947479:-@chr17:12946816:12946867:-@chr17:12946261:12946415	ENSMUSG00000023832	Acat2	character(0)
chr17:12952252:12952369:-@chr17:12948514:12948657:-@chr17:12947357:12947479	ENSMUSG00000023832	Acat2	character(0)
chr17:12854302:12854333:-@chr17:12848077:12848120:-@chr17:12846238:12846412	ENSMUSG00000068037	Mas1	character(0)
chr17:12854437:12854460:-@chr17:12854302:12854333:-@chr17:12848077:12848120	ENSMUSG00000068037	Mas1	character(0)
chr17:12675246:12675829:-@chr17:12667227:12667330:-@chr17:12666625:12666779	ENSMUSG00000023829	Slc22a1	character(0)
chr17:12243500:12243596:-@chr17:12242650:12242805:-@chr17:12239970:12240070	ENSMUSG00000014426	Map3k4	character(0)
chr17:12318498:12318748:-@chr17:12277921:12278111:-@chr17:12270863:12272220	ENSMUSG00000014426	Map3k4	character(0)
chr17:9722190:9722288:-@chr17:9711013:9711219:-@chr17:9705538:9705758	ENSMUSG00000117341	Gm34684	character(0)
chr17:6070753:6070889:-@chr17:6069299:6069388:-@chr17:6067529:6067660	ENSMUSG00000015659	Serac1	character(0)
chr17:6071834:6071870:-@chr17:6070753:6070889:-@chr17:6067529:6067660	ENSMUSG00000015659	Serac1	character(0)
chr17:3554932:3555083:-@chr17:3553496:3553589:-@chr17:3545627:3545691	ENSMUSG00000036983	Tfb1m	character(0)
chr17:3083968:3084040:-@chr17:3080869:3081034:-@chr17:3079355:3079591	ENSMUSG00000023795	Pisd-ps2	character(0)
chr16:98067755:98067815:-@chr16:98066544:98066665:-@chr16:98020948:98021000	ENSMUSG00000116673	A630089N07Rik	character(0)
chr16:98082346:98082450:-@chr16:98069311:98069351:-@chr16:98068004:98068130	ENSMUSG00000116673	A630089N07Rik	character(0)
chr16:97835578:97835830:-@chr16:97829611:97829712:-@chr16:97821768:97822010	ENSMUSG00000014039	Prdm15	character(0)
chrY:68355777:68355962:-@chrY:68354864:68355047:-@chrY:68353849:68354337	ENSMUSG00000101861	Gm29450	character(0)
chr16:96127432:96127461:-@chr16:96127311:96127340:-@chr16:96126605:96127203	ENSMUSG00000040681	Hmgn1	character(0)
chr16:96019419:96019460:-@chr16:96017581:96017724:-@chr16:96016108:96016260	ENSMUSG00000022914	Brwd1	character(0)
chr16:96023721:96023876:-@chr16:96023403:96023523:-@chr16:96021216:96021341	ENSMUSG00000022914	Brwd1	character(0)
chr16:96043001:96043094:-@chr16:96041252:96041383:-@chr16:96037891:96037985	ENSMUSG00000022914	Brwd1	character(0)
chr16:96046345:96046533:-@chr16:96044464:96044647:-@chr16:96043001:96043094	ENSMUSG00000022914	Brwd1	character(0)
chr16:95377301:95377372:-@chr16:95369995:95370063:-@chr16:95369322:95369378	ENSMUSG00000040732	Erg	character(0)
chr16:95379112:95379192:-@chr16:95369995:95370063:-@chr16:95369322:95369378	ENSMUSG00000040732	Erg	character(0)
chr16:95379112:95379192:-@chr16:95377301:95377372:-@chr16:95369322:95369378	ENSMUSG00000040732	Erg	character(0)
chr16:95379112:95379192:-@chr16:95377301:95377372:-@chr16:95369995:95370063	ENSMUSG00000040732	Erg	character(0)
chr16:95459228:95459245:-@chr16:95409735:95409952:-@chr16:95389894:95390045	ENSMUSG00000040732	Erg	character(0)
chr16:94856457:94856672:-@chr16:94855734:94855838:-@chr16:94832299:94833219	ENSMUSG00000043301	Kcnj6	character(0)
chr16:94941181:94941229:-@chr16:94870026:94870134:-@chr16:94831730:94833219	ENSMUSG00000043301	Kcnj6	character(0)
chr16:94510738:94510887:-@chr16:94510106:94510170:-@chr16:94505364:94505444	ENSMUSG00000022898	Vps26c	character(0)
chrY:58957791:58957972:-@chrY:58956878:58957062:-@chrY:58956281:58956349	ENSMUSG00000101424	Gm28073	character(0)
chr16:92668708:92668812:-@chr16:92644154:92644345:-@chr16:92613599:92613760	ENSMUSG00000022952	Runx1	character(0)
chr17:25345307:25345527:-@chr17:25345050:25345215:-@chr17:25344651:25344916	ENSMUSG00000024173	Tpsab1	character(0)
chr16:91586942:91587081:-@chr16:91585598:91585696:-@chr16:91583276:91583388	ENSMUSG00000022964	Tmem50b	character(0)
chr16:87914154:87914404:-@chr16:87896809:87896895:-@chr16:87895902:87896351	ENSMUSG00000022935	Grik1	character(0)
chr16:87957490:87957597:-@chr16:87955289:87955333:-@chr16:87950028:87950141	ENSMUSG00000022935	Grik1	character(0)
chr16:87494337:87494427:-@chr16:87493707:87493786:-@chr16:87491298:87491451	ENSMUSG00000025613	Cct8	character(0)
chr16:87495729:87495788:-@chr16:87494337:87494427:-@chr16:87493707:87493786	ENSMUSG00000025613	Cct8	character(0)
chr16:84978064:84978285:-@chr16:84971408:84971461:-@chr16:84965670:84965770	ENSMUSG00000022892	App	character(0)
chr16:85043576:85043743:-@chr16:85040251:85040307:-@chr16:85030232:85030365	ENSMUSG00000022892	App	character(0)
chr16:85056324:85056526:-@chr16:85043576:85043743:-@chr16:85030232:85030365	ENSMUSG00000022892	App	character(0)
chr16:84834809:84834983:-@chr16:84833820:84833874:-@chr16:84831329:84831507	ENSMUSG00000022890	Atp5j	character(0)
chr16:84835421:84835503:-@chr16:84834809:84834983:-@chr16:84831329:84831507	ENSMUSG00000022890	Atp5j	character(0)
chr16:78547576:78548091:-@chr16:78546506:78546568:-@chr16:78540338:78545284	ENSMUSG00000022864	D16Ertd472e	character(0)
chr16:78253613:78253718:-@chr16:78253437:78253467:-@chr16:78251509:78251888	ENSMUSG00000109841	E330011O21Rik	character(0)
